aabam			aabam	NOM	NOM	m	s		0	0	0																									
abaddir			abaddir	NOM	NOM	m	s		0	0	0																									
abadis			abadis	NOM	NOM	m			0	0	0																									
abalourdissement			abalourdissement	NOM	NOM	m	s		0	0	0																									
abandonnisme			abandonnisme	NOM	NOM	m	s		0	0	0																									
abarco			abarco	NOM	NOM	m	s		0	0	0																									
abarticulation			abarticulation	NOM	NOM	f	s		0	0	0																									
abbacomite			abbacomite	NOM	NOM	m	s		0	0	0																									
abbadie			abbadie	NOM	NOM	f	s		0	0	0																									
abdalas			abdalas	NOM	NOM	m			0	0	0																									
abdominien			abdominien	ADJ	ADJ	m	s		0	0	0																									
abdominienne			abdominienne	NOM	NOM	f	s		0	0	0																									
abdominoscopie			abdominoscopie	NOM	NOM	f	s		0	0	0																									
abdéritain			abdéritain	ADJ	ADJ	m	s		0	0	0																									
abdéritaine			abdéritaine	ADJ	ADJ	f	s		0	0	0																									
abecquage			abecquage	NOM	NOM	m	s		0	0	0																									
abecquement			abecquement	NOM	NOM	m	s		0	0	0																									
abecqueuse			abecqueuse	NOM	NOM	f	s		0	0	0																									
abeillerole			abeillerole	NOM	NOM	m	s		0	0	0																									
abeillerolle			abeillerolle	NOM	NOM	m	s		0	0	0																									
abeillon			abeillon	NOM	NOM	m	s		0	0	0																									
aberrographe			aberrographe	NOM	NOM	m	s		0	0	0																									
aberroscope			aberroscope	NOM	NOM	m	s		0	0	0																									
abich			abich	NOM	NOM	m	s		0	0	0																									
abillot			abillot	NOM	NOM	m	s		0	0	0																									
abiose			abiose	NOM	NOM	f	s		0	0	0																									
abiotrophie			abiotrophie	NOM	NOM	f	s		0	0	0																									
abiétate			abiétate	NOM	NOM	m	s		0	0	0																									
ablaque			ablaque	NOM	NOM	f	s		0	0	0																									
ablaut			ablaut	NOM	NOM	m	s		0	0	0																									
ablet			ablet	NOM	NOM	m	s		0	0	0																									
ablot			ablot	NOM	NOM	m	s		0	0	0																									
abluant			abluant	ADJ	ADJ	m	s		0	0	0																									
abluante			abluante	ADJ	ADJ	f	s		0	0	0																									
ablutiomanie			ablutiomanie	NOM	NOM	f	s		0	0	0																									
ablégation			ablégation	NOM	NOM	f	s		0	0	0																									
abobra			abobra	NOM	NOM	m	s		0	0	0																									
aboilage			aboilage	NOM	NOM	m	s		0	0	0																									
abolisseur			abolisseur	NOM	NOM	m	s		0	0	0																									
abolisseuse			abolisseuse	NOM	NOM	f	s		0	0	0																									
aboma			aboma	NOM	NOM	m	s		0	0	0																									
abomasite			abomasite	NOM	NOM	f	s		0	0	0																									
abondanciste			abondanciste	ADJ	ADJ	m	s		0	0	0																									
abonnage			abonnage	NOM	NOM	m	s		0	0	0																									
abornage			abornage	NOM	NOM	m	s		0	0	0																									
abortion			abortion	NOM	NOM	f	s		0	0	0																									
aboucheur			aboucheur	NOM	NOM	m	s		0	0	0																									
abougrissement			abougrissement	NOM	NOM	m	s		0	0	0																									
abouna			abouna	NOM	NOM	m	s		0	0	0																									
aboutage			aboutage	NOM	NOM	m	s		0	0	0																									
abouteuse			abouteuse	NOM	NOM	f	s		0	0	0																									
aboutoire			aboutoire	NOM	NOM	f	s		0	0	0																									
abracadabrantisme			abracadabrantisme	NOM	NOM	m	s		0	0	0																									
abramide			abramide	NOM	NOM	f	s		0	0	0																									
abranide			abranide	NOM	NOM	f	s		0	0	0																									
abrasax			abrasax	NOM	NOM	m			0	0	0																									
abrasement			abrasement	NOM	NOM	m	s		0	0	0																									
abreuveur			abreuveur	NOM	NOM	m	s		0	0	0																									
abricotin			abricotin	NOM	NOM	m	s		0	0	0																									
abricotis			abricotis	NOM	NOM	m			0	0	0																									
abrifou			abrifou	NOM	NOM	m	s		0	0	0																									
abritement			abritement	NOM	NOM	m	s		0	0	0																									
abroma			abroma	NOM	NOM	m	s		0	0	0																									
abronia			abronia	NOM	NOM	f	s		0	0	0																									
abrotanum			abrotanum	NOM	NOM	m	s		0	0	0																									
abrotonite			abrotonite	NOM	NOM	m	s		0	0	0																									
abroutissement			abroutissement	NOM	NOM	m	s		0	0	0																									
abrutisseur			abrutisseur	ADJ	ADJ	m	s		0	0	0																									
abrutisseuse			abrutisseuse	ADJ	ADJ	f	s		0	0	0																									
abrutissoir			abrutissoir	NOM	NOM	m	s		0	0	0																									
abruzzain			abruzzain	ADJ	ADJ	m	s		0	0	0																									
abruzzaine			abruzzaine	ADJ	ADJ	f	s		0	0	0																									
abrèvement			abrèvement	NOM	NOM	m	s		0	0	0																									
abréacteur			abréacteur	NOM	NOM	m	s		0	0	0																									
abréviatrice			abréviatrice	ADJ	ADJ	f	s		0	0	0																									
abréviature			abréviature	NOM	NOM	f	s		0	0	0																									
abscision			abscision	NOM	NOM	f	s		0	0	0																									
abscissine			abscissine	NOM	NOM	f	s		0	0	0																									
absentement			absentement	NOM	NOM	m	s		0	0	0																									
absidia			absidia	NOM	NOM	m	s		0	0	0																									
absinthage			absinthage	NOM	NOM	m	s		0	0	0																									
absinthate			absinthate	NOM	NOM	m	s		0	0	0																									
absintheur			absintheur	NOM	NOM	m	s		0	0	0																									
absintheuse			absintheuse	NOM	NOM	f	s		0	0	0																									
absinthine			absinthine	NOM	NOM	f	s		0	0	0																									
absinthol			absinthol	NOM	NOM	m	s		0	0	0																									
absoluité			absoluité	NOM	NOM	f	s		0	0	0																									
absolutisation			absolutisation	NOM	NOM	f	s		0	0	0																									
absorbation			absorbation	NOM	NOM	f	s		0	0	0																									
absorbement			absorbement	NOM	NOM	m	s		0	0	0																									
absorptance			absorptance	NOM	NOM	f	s		0	0	0																									
absorptiomètre			absorptiomètre	NOM	NOM	m	s		0	0	0																									
absorptiométrie			absorptiométrie	NOM	NOM	f	s		0	0	0																									
abstentionnite			abstentionnite	NOM	NOM	f	s		0	0	0																									
abstergent			abstergent	ADJ	ADJ	m	s		0	0	0																									
abstergente			abstergente	ADJ	ADJ	f	s		0	0	0																									
abstersion			abstersion	NOM	NOM	f	s		0	0	0																									
abstractivité			abstractivité	NOM	NOM	f	s		0	0	0																									
abstractrice			abstractrice	ADJ	ADJ	f	s		0	0	0																									
abstrusion			abstrusion	NOM	NOM	f	s		0	0	0																									
absurdisme			absurdisme	NOM	NOM	m	s		0	0	0																									
abusivité			abusivité	NOM	NOM	f	s		0	0	0																									
abusseau			abusseau	NOM	NOM	m	s		0	0	0																									
abusus			abusus	NOM	NOM	m			0	0	0																									
abzyme			abzyme	NOM	NOM	f	s		0	0	0																									
abéchement			abéchement	NOM	NOM	m	s		0	0	0																									
abécé			abécé	NOM	NOM	m	s		0	0	0																									
abécédé			abécédé	NOM	NOM	m	s		0	0	0																									
abélianisation			abélianisation	NOM	NOM	f	s		0	0	0																									
abélisation			abélisation	NOM	NOM	f	s		0	0	0																									
abéquage			abéquage	NOM	NOM	m	s		0	0	0																									
abéqueuse			abéqueuse	NOM	NOM	f	s		0	0	0																									
abêtissoir			abêtissoir	NOM	NOM	m	s		0	0	0																									
abîmement			abîmement	NOM	NOM	m	s		0	0	0																									
acacien			acacien	ADJ	ADJ	m	s		0	0	0																									
acadianisme			acadianisme	NOM	NOM	m	s		0	0	0																									
académisation			académisation	NOM	NOM	f	s		0	0	0																									
acalcaire			acalcaire	NOM	NOM	m	s		0	0	0																									
acalla			acalla	NOM	NOM	f	s		0	0	0																									
acalles			acalles	NOM	NOM	m			0	0	0																									
acalypha			acalypha	NOM	NOM	m	s		0	0	0																									
acalyptère			acalyptère	NOM	NOM	m	s		0	0	0																									
acalèphe			acalèphe	NOM	NOM	m	s		0	0	0																									
acanthacée			acanthacée	ADJ	ADJ	f	s		0	0	0																									
acanthaire			acanthaire	NOM	NOM	m	s		0	0	0																									
acanthaster			acanthaster	NOM	NOM	m	s		0	0	0																									
acanthephyra			acanthephyra	NOM	NOM	f	s		0	0	0																									
acanthestésie			acanthestésie	NOM	NOM	f	s		0	0	0																									
acanthias			acanthias	NOM	NOM	m	s		0	0	0																									
acanthidés			acanthidés	NOM	NOM	m	s		0	0	0																									
acanthine			acanthine	NOM	NOM	f	s		0	0	0																									
acanthinion			acanthinion	NOM	NOM	m	s		0	0	0																									
acanthiza			acanthiza	NOM	NOM	m	s		0	0	0																									
acanthobdelle			acanthobdelle	NOM	NOM	f	s		0	0	0																									
acanthobothrie			acanthobothrie	NOM	NOM	m	s		0	0	0																									
acanthochiton			acanthochiton	NOM	NOM	m	s		0	0	0																									
acanthochère			acanthochère	NOM	NOM	m	s		0	0	0																									
acanthocine			acanthocine	NOM	NOM	m	s		0	0	0																									
acanthocyte			acanthocyte	NOM	NOM	m	s		0	0	0																									
acanthocytose			acanthocytose	NOM	NOM	f	s		0	0	0																									
acanthocéras			acanthocéras	NOM	NOM	m			0	0	0																									
acanthodactyle			acanthodactyle	NOM	NOM	m	s		0	0	0																									
acanthodien			acanthodien	NOM	NOM	m	s		0	0	0																									
acanthoglosse			acanthoglosse	NOM	NOM	m	s		0	0	0																									
acantholabre			acantholabre	NOM	NOM	m	s		0	0	0																									
acantholimon			acantholimon	NOM	NOM	m	s		0	0	0																									
acantholyse			acantholyse	NOM	NOM	f	s		0	0	0																									
acanthome			acanthome	NOM	NOM	m	s		0	0	0																									
acanthomètre			acanthomètre	NOM	NOM	m	s		0	0	0																									
acanthonozomidés			acanthonozomidés	NOM	NOM	m	s		0	0	0																									
acanthonyx			acanthonyx	NOM	NOM	m	s		0	0	0																									
acanthopanax			acanthopanax	NOM	NOM	m			0	0	0																									
acanthophis			acanthophis	NOM	NOM	m	s		0	0	0																									
acanthophyllum			acanthophyllum	NOM	NOM	m	s		0	0	0																									
acanthophœnix			acanthophœnix	NOM	NOM	m	s		0	0	0																									
acanthoptérygienne			acanthoptérygienne	NOM	NOM	f	s		0	0	0																									
acanthor			acanthor	NOM	NOM	f	s		0	0	0																									
acanthose			acanthose	NOM	NOM	f	s		0	0	0																									
acanthostaurus			acanthostaurus	NOM	NOM	m			0	0	0																									
acanthothyris			acanthothyris	NOM	NOM	m	s		0	0	0																									
acanthozoïde			acanthozoïde	NOM	NOM	m	s		0	0	0																									
acanthuridé			acanthuridé	NOM	NOM	m	s		0	0	0																									
acanthuroïde			acanthuroïde	NOM	NOM	m	s		0	0	0																									
acanthéchinus			acanthéchinus	NOM	NOM	m	s		0	0	0																									
acanthéphyre			acanthéphyre	NOM	NOM	f	s		0	0	0																									
acapnie			acapnie	NOM	NOM	f	s		0	0	0																									
acardine			acardine	NOM	NOM	m	s		0	0	0																									
acardite			acardite	NOM	NOM	f	s		0	0	0																									
acariase			acariase	NOM	NOM	f	s		0	0	0																									
acaride			acaride	ADJ	ADJ	m	s		0	0	0																									
acaridié			acaridié	NOM	NOM	m	s		0	0	0																									
acaridé			acaridé	NOM	NOM	m	s		0	0	0																									
acariose			acariose	NOM	NOM	f	s		0	0	0																									
acarnanien			acarnanien	ADJ	ADJ	m	s		0	0	0																									
acarnanienne			acarnanienne	ADJ	ADJ	f	s		0	0	0																									
acarocécidie			acarocécidie	NOM	NOM	f	s		0	0	0																									
acarus			acarus	NOM	NOM	m			0	0	0																									
acatalasémie			acatalasémie	NOM	NOM	f	s		0	0	0																									
acathexis			acathexis	NOM	NOM	f			0	0	0																									
acathiste			acathiste	ADJ	ADJ	f	s		0	0	0																									
acaulinose			acaulinose	NOM	NOM	f	s		0	0	0																									
acavacé			acavacé	NOM	NOM	m	s		0	0	0																									
accaciature			accaciature	NOM	NOM	f	s		0	0	0																									
accalmée			accalmée	NOM	NOM	f	s		0	0	0																									
accastilleuse			accastilleuse	NOM	NOM	f	s		0	0	0																									
accensement			accensement	NOM	NOM	m	s		0	0	0																									
accensinement			accensinement	NOM	NOM	m	s		0	0	0																									
accenteur			accenteur	NOM	NOM	m	s		0	0	0																									
accentologie			accentologie	NOM	NOM	f	s		0	0	0																									
accentueur			accentueur	NOM	NOM	m	s		0	0	0																									
accepteuse			accepteuse	NOM	NOM	f	s		0	0	0																									
acceptilation			acceptilation	NOM	NOM	f	s		0	0	0																									
acchroïde			acchroïde	NOM	NOM	f	s		0	0	0																									
acciacatura			acciacatura	NOM	NOM	f	s		0	0	0																									
acciaccature			acciaccature	NOM	NOM	f	s		0	0	0																									
accidence			accidence	NOM	NOM	f	s		0	0	0																									
accidentier			accidentier	NOM	NOM	m	s		0	0	0																									
accipiens			accipiens	NOM	NOM	m			0	0	0																									
accipitre			accipitre	NOM	NOM	m	s		0	0	0																									
accipitridé			accipitridé	NOM	NOM	m	s		0	0	0																									
accipitriforme			accipitriforme	NOM	NOM	m	s		0	0	0																									
accitain			accitain	ADJ	ADJ	m	s		0	0	0																									
accitaine			accitaine	ADJ	ADJ	f	s		0	0	0																									
accitanien			accitanien	ADJ	ADJ	m	s		0	0	0																									
accitanienne			accitanienne	ADJ	ADJ	f	s		0	0	0																									
acclamateur			acclamateur	ADJ	ADJ	m	s		0	0	0																									
acclamatrice			acclamatrice	ADJ	ADJ	f	s		0	0	0																									
